CodigoVariable,Fecha,CodigoDuracion,UnidadMedida,Version,Valor
PPBOGReal,2023-04-03,P1D,COP/kWh,TX5,149.0379
PPBO,2023-04-03,P1D,COP/kWh,TX6,149.3809
PPBOGReal,2023-04-03,P1D,COP/kWh,TX6,149.1197
PPBO,2023-04-02,P1D,COP/kWh,TX6,155.0901
PPBOGReal,2023-04-02,P1D,COP/kWh,TX6,155.1498
PPBO,2023-04-02,P1D,COP/kWh,TX5,155.0371
PPBOGReal,2023-04-02,P1D,COP/kWh,TX5,155.0968
PPBOGReal,2023-04-01,P1D,COP/kWh,TX6,151.6462
PPBO,2023-04-01,P1D,COP/kWh,TX6,151.2582
PPBOGReal,2023-04-01,P1D,COP/kWh,TX5,151.5496
PPBO,2023-04-01,P1D,COP/kWh,TX5,151.1615
PPBO,2023-05-31,P1D,COP/kWh,TX3,363.3363
PPBOGReal,2023-05-31,P1D,COP/kWh,TX3,365.351
PPBO,2023-05-31,P1D,COP/kWh,TX5,363.557
PPBOGReal,2023-05-31,P1D,COP/kWh,TX5,365.574
PPBO,2023-05-31,P1D,COP/kWh,TX4,363.557
PPBOGReal,2023-05-31,P1D,COP/kWh,TX4,365.574
